/Users/keoniburns/school/reports/final/full_sine_data.txt
Sample Rate: 44100 Hz. Sample values on linear scale. 1 channel (mono).
Length processed: 100000 samples, 2.26757 seconds.
Peak amplitude: 0.70709 (linear) -3.01048 dB.  Unweighted RMS: -6.02069 dB.
DC offset: 0.00010 linear, -80.40408 dB.


0.00000	0.00000
0.00002	0.10040
0.00005	0.19879
0.00007	0.29312
0.00009	0.38153
0.00011	0.46219
0.00014	0.53351
0.00016	0.59399
0.00018	0.64246
0.00020	0.67789
0.00023	0.69958
0.00025	0.70709
0.00027	0.70029
0.00029	0.67929
0.00032	0.64453
0.00034	0.59671
0.00036	0.53680
0.00039	0.46600
0.00041	0.38574
0.00043	0.29770
0.00045	0.20361
0.00048	0.10538
0.00050	0.00504
0.00052	-0.09543
0.00054	-0.19394
0.00057	-0.28851
0.00059	-0.37726
0.00061	-0.45837
0.00063	-0.53018
0.00066	-0.59125
0.00068	-0.64032
0.00070	-0.67642
0.00073	-0.69882
0.00075	-0.70706
0.00077	-0.70099
0.00079	-0.68069
0.00082	-0.64658
0.00084	-0.59940
0.00086	-0.54007
0.00088	-0.46976
0.00091	-0.38995
0.00093	-0.30225
0.00095	-0.20844
0.00098	-0.11038
0.00100	-0.01007
0.00102	0.09042
0.00104	0.18909
0.00107	0.28394
0.00109	0.37299
0.00111	0.45453
0.00113	0.52682
0.00116	0.58847
0.00118	0.63818
0.00120	0.67496
0.00122	0.69806
0.00125	0.70700
0.00127	0.70163
0.00129	0.68204
0.00132	0.64862
0.00134	0.60205
0.00136	0.54330
0.00138	0.47351
0.00141	0.39417
0.00143	0.30679
0.00145	0.21323
0.00147	0.11533
0.00150	0.01511
0.00152	-0.08542
0.00154	-0.18423
0.00156	-0.27930
0.00159	-0.36871
0.00161	-0.45065
0.00163	-0.52347
0.00166	-0.58566
0.00168	-0.63599
0.00170	-0.67343
0.00172	-0.69724
0.00175	-0.70688
0.00177	-0.70224
0.00179	-0.68335
0.00181	-0.65060
0.00184	-0.60468
0.00186	-0.54651
0.00188	-0.47726
0.00190	-0.39832
0.00193	-0.31134
0.00195	-0.21802
0.00197	-0.12030
0.00200	-0.02014
0.00202	0.08041
0.00204	0.17935
0.00206	0.27466
0.00209	0.36441
0.00211	0.44675
0.00213	0.52005
0.00215	0.58282
0.00218	0.63376
0.00220	0.67188
0.00222	0.69638
0.00224	0.70676
0.00227	0.70279
0.00229	0.68463
0.00231	0.65256
0.00234	0.60727
0.00236	0.54968
0.00238	0.48096
0.00240	0.40247
0.00243	0.31586
0.00245	0.22281
0.00247	0.12527
0.00249	0.02518
0.00252	-0.07541
